Customer_ID,Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
44493,1,39,other,14592.03,947.0025,8,9,23,6,26,17.0,1673.76,27.74885078304533,136.0,Yes,55.29027463377206,52.76381456329096,Low_spent_Small_value_payments,276.646160802937,Standard
30567,1,14,Musician,16559.75,1589.979166666667,4,5,19,4,23,12.0,1716.01,30.020220704271825,121.0,Yes,31.92458954121993,44.50174873304308,Low_spent_Medium_value_payments,362.5715783924037,Poor
2448,1,-500,Developer,18937.61,1536.134166666667,8,8,28,6,33,20.0,1306.3,23.99424868821273,178.0,Yes,80.20836454771208,157.90950820678663,Low_spent_Small_value_payments,205.495543912168,Poor
23749,1,45,Media_Manager,72034.86,5780.905,5,6,13,0,19,18.0,1030.69,33.103329252102554,358.0,Yes,0.0,182.18308754425,High_spent_Medium_value_payments,645.9074124557501,Standard
38178,1,28,Architect,91561.26,7708.105,4,5,7,0,27,19.0,130.3,35.02215583621311,362.0,Yes,0.0,215.70403536981075,High_spent_Medium_value_payments,805.1064646301892,Standard
49547,1,25,Musician,29228.18,4199.465763386277,7,5,9,0,14,14.0,1478.07,34.55417890338729,311.0,Yes,0.0,268.9030436429836,Low_spent_Small_value_payments,290.66512302368307,Standard
8011,1,14,Doctor,50757.15,4199.465763386277,10,7,20,5,30,19.0,3682.08,24.956819523335856,85.0,Yes,149.038882533106,82.68219127953427,High_spent_Medium_value_payments,434.5551761873597,Standard
29372,1,32,Teacher,59032.8,4199.465763386277,9,10,23,4,27,2429.0,1826.5,30.30560635116155,190.0,Yes,114.50927699387177,85.49069457491248,High_spent_Medium_value_payments,559.1400284312158,Poor
20060,1,-500,Musician,104273.04,8980.42,1,7,6,2,5,0.0,658.75,38.2641295467248,267.0,No,100.62891625163314,809.4650218484627,Low_spent_Small_value_payments,277.94806189990413,Good
45962,1,29,Accountant,31392.94,2782.078333333333,1,1,5,3,7,8.0,1493.17,23.813143516480125,305.0,No,47.6981276707161,162.60352982430646,Low_spent_Small_value_payments,357.9061758383108,Good
50786,1,29,Lawyer,70976.45999999999,4199.465763386277,4,5,17,6,6,12.0,689.88,31.137852770388186,81.0,Yes,234.1872556923959,539.0769203632249,Low_spent_Medium_value_payments,112.90632394437915,Standard
11194,1,16,Doctor,74502.36,6000.53,7,6,11,3,24,14.0,1437.07,41.36856684515763,121.0,Yes,169.65761988810038,301.34398598537115,Low_spent_Large_value_payments,399.05139412652846,Standard
31067,1,26,Journalist,19841.34,1680.445,10,8,22,5,11,18.0,4355.7,33.63460832787044,15.0,Yes,52.754122277335824,123.05832756455752,Low_spent_Small_value_payments,282.23205015810663,Standard
30986,1,36,Writer,88147.53,7477.6275,2,3,8,3,14,3.0,1416.48,40.28809670312778,344.0,No,167.86805091991428,261.4260650059265,Low_spent_Medium_value_payments,598.4686340741591,Poor
9593,1,29,Architect,101453.49,8620.4575,3,7,20,4,9,15.0,769.18,29.371680111003982,361.0,NM,232.58751284048583,257.1762087935644,Low_spent_Medium_value_payments,652.2820283659498,Standard
34554,1,26,Entrepreneur,16934892.0,3678.815,3,5,10,7,23,12.0,23.64,31.168463648695344,104.0,Yes,255.6075210403356,45.26419114142648,High_spent_Medium_value_payments,317.00978781823795,Standard
35060,1,28,Mechanic,7905.96,683.83,9,9,16,-100,36,17.0,2011.53,35.577525880529635,97.0,NM,33.32043859314186,51.51551002280191,Low_spent_Small_value_payments,273.5470513840562,Standard
46725,1,19,Mechanic,47898.39,3936.5325,6,8,17,6,29,23.0,4921.57,27.124403191479303,169.0,Yes,239.1716625680486,275.26929056380754,Low_spent_Large_value_payments,149.21229686814388,Poor
48291,1,45,Entrepreneur,15335.38,1429.948333333333,8,6,17,2,49,11.0,1988.83,36.29756299805442,173.0,Yes,24.639269007939664,112.90208778014124,Low_spent_Large_value_payments,275.45347654525244,Poor
26906,1,52,Musician,27131.46,2251.955,6,7,10,4,9,18.0,105.34,33.944539580182465,277.0,No,67.42946420209589,67.35954977644107,Low_spent_Small_value_payments,350.406486021463,Standard
34809,1,44,Teacher,20397.855,1690.82125,1,3,8,1,19,3.0,961.39,32.90962033493497,261.0,No,54272.0,62.95344449610536,High_spent_Medium_value_payments,346.312246723916,Poor
3053,1,47,Media_Manager,42074.42,3587.2016666666664,4,1,7,1,0,12.0,211.92,34.75371262191526,376.0,No,22.65287287863623,39.50696198773986,High_spent_Medium_value_payments,546.5603318002906,Good
44810,1,35,Media_Manager,141164.6,11545.716666666667,5,6,9,2,23,9.0,285.59,39.13097662374146,375.0,Yes,138.83027758061922,886.417853505357,Low_spent_Large_value_payments,399.3235355806905,Standard
33751,1,34,Architect,21709.07,2078.089166666666,3,4,8,0,7,0.0,1047.3,25.77842341358289,289.0,No,0.0,96.55574288465714,High_spent_Small_value_payments,371.2531737820095,Good
12813,1,29,Entrepreneur,122725.48,10059.123333333331,0,5,1,1,16,6.0,1080.92,30.196526219723147,394.0,No,79.27435075074544,217.27032116979808,High_spent_Large_value_payments,949.36766141279,Good
40472,1,22,Teacher,31206.11,2862.5091666666667,8,5,15,7,30,14.0,252.11,34.54974893619822,171.0,NM,102.28425999440572,261.17375711268033,Low_spent_Medium_value_payments,202.7928995595806,Standard
16425,1,44,Architect,17077.4,1583.1166666666668,9,10,29,5,66,25.0,2577.55,30.29727801913866,177.0,Yes,64.17188712598109,64.70550581376891,High_spent_Medium_value_payments,279.4342737269167,Poor
2458,1,21,other,76650.12,6558.509999999998,8,7,8,4,24,10.0,1636.01,38.223676695997945,219.0,NM,129.620923481767,222.7251440572012,High_spent_Medium_value_payments,553.5049324610318,Poor
37112,1,44,Teacher,39594.66,3534.5550000000007,4,5,8,4,9,4.0,1081.66,32.384512431780834,193.0,No,87.05875180520201,328.70118067391945,Low_spent_Small_value_payments,227.69556752087857,Good
42449,1,37,Media_Manager,20269.93,1617.1608333333334,7,6,29,7,62,24.0,4459.5,32.47902405258804,34.0,Yes,91.86855636585312,163.8861919850512,Low_spent_Small_value_payments,195.96133498242904,Standard
9104,1,20,Musician,7314.55,794.5458333333332,10,6,31,4,62,24.0,2096.83,38.43329895712533,229.0,NM,18.36394527272189,98.2312377560514,Low_spent_Small_value_payments,252.8594003045601,Poor
19392,1,29,Manager,71534.68,6009.223333333332,7,7,34,2,23,13.0,2094.49,33.567764883773954,171.0,Yes,109.0456271312008,230.48610814121537,Low_spent_Medium_value_payments,541.3905980609171,Poor
11540,1,35,Writer,18995.89,1597.990833333333,2,3,6,0,11,2.0,953.75,33.055987122569015,296.0,No,0.0,10000.0,Low_spent_Medium_value_payments,396.7840111266692,Poor
10687,1,22,Writer,42870.09,3782.5075,5,4,12,4,18,20.0,840.82,28.371481867951,215.0,Yes,106.62300671991356,227.1902795209857,High_spent_Small_value_payments,304.43746375910075,Standard
45252,1,14,Entrepreneur,9001.345,811.1120833333333,9,6,17,5,18,23.0,1492.66,37.47434619073178,233.0,Yes,22.87519142925941,53.49030144968847,Low_spent_Medium_value_payments,284.7457154543855,Poor
2013,1,46,Lawyer,27589.12,2343.093333333333,4,5,15,1,20,19.0,99.33,33.982627633682675,227.0,No,22.087933891272627,294.149564615165,Low_spent_Small_value_payments,208.07183482689567,Standard
34642,1,32,Lawyer,12050.595,4199.465763386277,6,4,20,1,13,11.0,144.29,27.31738323658676,351.0,No,7.167790767928642,103.2510282114772,Low_spent_Small_value_payments,295.50280602059416,Standard
21859,1,43,Manager,14791.06,1499.5883333333334,7,8,15,-100,50,18.0,2292.04,38.0672618106723,160.0,Yes,22.194640475743352,94.45563765113904,Low_spent_Large_value_payments,303.30855520645093,Poor
26160,1,960,Musician,61607.34,5192.945,9,9,28,7,43,23.0,3146.2,29.272015170601588,110.0,Yes,330.1506947054402,338.0550567863381,Low_spent_Small_value_payments,141.08874850822167,Standard
5933,1,38,Musician,57242.61,4625.2175,9,1073,19,6,42,26.0,4841.18,39.13713116850783,87.0,Yes,144.39087940232832,115.46074127963512,High_spent_Medium_value_payments,452.6701293180365,Poor
33854,1,53,Writer,15617.35,4199.465763386277,0,2,1,3,7,-1.0,258.68,33.141086228813315,289.0,No,26.45046765013421,32.856498431636936,High_spent_Large_value_payments,338.63761725156223,Good
8844,1,25,Teacher,23977.89,4199.465763386277,3,5,16,4,18,17.0,423.36,34.09256036341136,355.0,No,72.00967241916908,164.65193124087855,Low_spent_Small_value_payments,236.7541463399524,Standard
27290,1,31,Media_Manager,10484.96,1091.7466666666664,10,6,23,9,47,12.0,3345.76,39.39049313763485,64.0,Yes,59.77990402325282,41.9961402160001,Low_spent_Small_value_payments,297.39862242741367,Poor
1045,1,27,Lawyer,7534.185,4199.465763386277,8,7,25,5,18,16.0,2391.27,28.673355742517764,231.0,Yes,17.492476937240518,51.56896556934321,Low_spent_Small_value_payments,310.22343249341617,Poor
27898,1,46,Doctor,21809.35,1672.4458333333332,5,7,10,-100,4,7.0,739.01,34.25301647214501,295.0,No,16.392357587474066,107.40411821090636,High_spent_Small_value_payments,303.4481075349529,Standard
37103,1,53,Doctor,17411.26,1267.9383333333333,1,2,9,2,4,3.0,797.16,26.15428291500025,307.0,No,24.10314259915245,33.9666333995147,High_spent_Medium_value_payments,318.72405733466616,Good
26422,1,27,other,39593.77,3308.480833333333,2,1,5,4,8,9.0,1460.41,28.471529593936125,340.0,No,78.73686094293899,186.2561653455692,High_spent_Small_value_payments,325.8550570448251,Good
33993,1,55,Lawyer,88044.6,4199.465763386277,5,4,5,0,28,2.0,344.46,42.29188907760074,394.0,No,0.0,10000.0,Low_spent_Large_value_payments,783.7025236100882,Poor
27153,1,35,Media_Manager,33352.41,2812.3675000000007,6,4,10,2,13,20.0,1422.2,31.388554721853414,219.0,NM,34.54105452810957,54.35552520856392,Low_spent_Small_value_payments,442.34017026332657,Standard
6120,1,35,Mechanic,102885.75,8543.8125,1,6,1,2,4,9.0,624.01,27.310044208761425,296.0,No,155.2421980415278,243.7576050595104,High_spent_Medium_value_payments,705.3814468989618,Good
7881,1,45,Entrepreneur,18756.78,1400.0649999999996,10,6,22,7,35,25.0,3536.4,27.77499590765023,67.0,NM,77.47870599008185,89.21750988323501,Low_spent_Medium_value_payments,253.3102841266832,Poor
22305,1,8198,Journalist,20488.29,1811.3575,8,5,33,9,56,18.0,3218.07,35.07542774621617,92.0,Yes,131.4652937496364,122.31604576129816,Low_spent_Medium_value_payments,207.35441048906543,Poor
44279,1,51,Mechanic,142544.36,12086.696666666665,0,4,3,0,2,4.0,855.55,32.094480977246306,221.0,No,0.0,10000.0,Low_spent_Large_value_payments,375.0395224008778,Good
42478,1,49,Manager,22158.995,1597.5829166666665,2,5,5,1,7,0.0,720.06,32.43531522087582,314.0,No,18.407980878126672,210.06576347832225,Low_spent_Small_value_payments,221.2845473102177,Good
23171,1,6717,Engineer,81049.77,6817.1475,7,6,7,2,27,18.0,417.22,39.79670803692924,187.0,No,72.01693628307022,80.404948443453,High_spent_Medium_value_payments,779.2928652734769,Standard
9283,1,44,Writer,8776.715,4199.465763386277,6,6,24,5,12,18.0,4311.42,35.43732757966457,99.0,Yes,26.251833673578968,17.32913269499249,Low_spent_Large_value_payments,274.9583252980952,Standard
43877,1,18,Accountant,36368.77,3229.730833333333,7,3,12,4,20,15.0,347.66,30.918457414925427,227.0,No,83.04488446676766,370.147777319661,Low_spent_Small_value_payments,159.78042154690462,Standard
1814,1,44,Lawyer,18897.13,1345.7608333333335,9,7,32,8,33,23.0,3351.81,29.23384490229164,119.0,Yes,87.47634547871667,87.44898853524441,Low_spent_Small_value_payments,249.65074931937232,Standard
28815,1,27,Journalist,38378.18,4199.465763386277,7,10,34,5,43,23.0,2056.14,36.60354227817157,239.0,Yes,99.13710904495196,120.40213082699492,High_spent_Medium_value_payments,336.1789267947198,Poor
38865,1,32,Media_Manager,37885.46,3047.1216666666664,4,7,22,6,30,9.0,2618.46,24.89778928170125,170.0,Yes,122.5557919062829,179.56397716123763,High_spent_Small_value_payments,262.59239759914607,Standard
34202,1,22,Musician,37968.01,3190.000833333333,2,5,5,3,18,5.0,745.43,35.05525884222481,218.0,No,65.01749123560772,402.1054337896417,Low_spent_Small_value_payments,141.87715830808392,Standard
39448,1,42,Musician,40517.81,3215.484166666666,1,2,2,1,3,11.0,1491.23,28.105327317339512,364.0,No,25.05956173406492,305.760110692368,Low_spent_Medium_value_payments,270.72874424023377,Good
38704,1,31,Teacher,55246.77,4390.8975,4,4,20,2,29,8.0,1818.27,31.72516641858191,64.0,Yes,71.20560632937118,146.0064251800163,High_spent_Medium_value_payments,471.8777184906127,Poor
45092,1,20,Scientist,14176.215,1016.35125,7,4,7,2,30,20.0,399.68,30.544556878110875,149.0,Yes,19.215651989726823,10000.0,Low_spent_Small_value_payments,302.81751376533333,Standard
48732,1,30,Journalist,8820.825,1013.06875,8,7,19,6,54,25.0,4415.47,25.86780447780121,7.0,NM,43.69797940650668,56.36037008924046,Low_spent_Small_value_payments,291.2485255042529,Standard
45729,1,21,Developer,14006.745,1017.22875,6,4,7,7,21,10.0,1347.31,31.05420084812653,207.0,Yes,64.2366789766586,128.59091782857536,Low_spent_Small_value_payments,198.89527819476604,Standard
24999,1,3083,Accountant,33785.2,4199.465763386277,4,6,14,3,19,20.0,1588.18,26.357274906778606,77.0,Yes,59.13881949115839,104.45885226648068,Low_spent_Small_value_payments,397.7456615756943,Standard
7524,1,26,Teacher,73627.68,6280.639999999999,6,6,19,2,16,14.0,946.92,25.577804405995565,307.0,Yes,67.09929401286057,338.796788967333,Low_spent_Medium_value_payments,502.1679170198064,Standard
32828,1,18,Entrepreneur,24883.01,1828.5841666666663,4,5,7,3,13,20.0,646.05,32.83633011717656,183.0,Yes,37.38055366957315,48.15598873472406,Low_spent_Large_value_payments,367.32187426236936,Standard
15591,1,25,Architect,7269.655,494.80458333333326,6,9,21,9,16,15.0,4399.03,27.83495163616834,10.0,Yes,33.849090392399376,58.41467275705933,Low_spent_Small_value_payments,247.21669518387463,Poor
3151,1,34,Media_Manager,16609.08,1524.09,4,5,20,1,17,19.0,606.57,30.928891719722213,363.0,No,13.544572983683068,79.76735303295568,Low_spent_Small_value_payments,349.09707398336127,Standard
35382,1,37,Entrepreneur,34102.64,2742.8866666666668,7,5,26,5,17,16.0,4057.35,38.50706037928914,113.0,Yes,140.11980298030753,274.27648307315496,Low_spent_Small_value_payments,149.89238061320418,Standard
1355,1,31,Architect,55209.81,4303.8175,5,3,23,7,28,12.0,1922.82,26.32273239322627,167.0,Yes,231.9278112182,122.87830010605236,High_spent_Medium_value_payments,325.57563867574765,Poor
8248,1,32,Mechanic,29818.78,2257.898333333333,4,4,7,2,5,3.0,702.2,39.11018998261573,375.0,No,45.97729868724507,27.93117714170105,High_spent_Large_value_payments,391.8813575043872,Standard
22767,1,30,Doctor,57776.52,5080.71,4,4,11,0,22,8.0,189.28,26.134594491161923,375.0,No,0.0,350.2515872216954,High_spent_Small_value_payments,417.8194127783046,Standard
48828,1,43,Musician,18968.18,4199.465763386277,901,7,8,3,24,11.0,1795.52,35.72688883565607,235.0,Yes,39.52509890436848,89.04990543281308,Low_spent_Small_value_payments,317.1931623294851,Standard
24921,1,39,Scientist,133670.48,4199.465763386277,3,3,20,4,13,9.0,1160.13,31.986578347022565,195.0,Yes,263.5778484406841,335.1947272298619,High_spent_Medium_value_payments,758.8480909961207,Standard
48650,1,50,Doctor,173721.16,14635.763333333334,5,5,3,1,17,0.0,905.23,34.211731785511496,259.0,No,124.86763481303726,149.16849977897758,High_spent_Large_value_payments,1429.5401987413184,Good
24016,1,34,Journalist,20058.555,1817.54625,1298,3,4,3,12,6.0,390.98,31.8094858324696,187.0,No,35.39825995212125,148.5370598947751,Low_spent_Large_value_payments,267.8193051531037,Good
9448,1,41,Media_Manager,17725.57,1691.1308333333334,330,9,20,6,10,17.0,2074.18,26.05170438774108,91.0,Yes,83.57842009904834,120.36191202011273,Low_spent_Small_value_payments,255.17275121417237,Poor
24705,1,45,Mechanic,156470.0,12849.166666666664,1,3,8,3,10,5.0,1382.45,33.15515176131285,392.0,No,261.8310155128568,1171.8300273871257,Low_spent_Medium_value_payments,131.2556237666845,Good
21870,1,31,Accountant,11889.26,736.7716666666665,5,4,14,3,6,18.0,351.01,33.71924963148323,310.0,Yes,75301.0,44.06462510445876,Low_spent_Large_value_payments,276.15694617084216,Standard
28398,1,54,Engineer,73579.8,6200.6500000000015,4,5,7,2,15,1.0,1226.97,39.030676568499366,298.0,No,100.29869456799568,322.39438793401746,High_spent_Small_value_payments,457.3719174979869,Good
42897,1,22,Architect,35970.54,4199.465763386277,5,6,3,-100,11,7.0,1351.29,39.56902007044642,195.0,No,51.1878304266636,56.55781210290984,High_spent_Large_value_payments,405.1088574704266,Good
3448,1,26,Engineer,83642.91,7031.2425,3,5,6,0,25,9.0,793.04,27.41744061612972,233.0,Yes,0.0,179.02156804458653,High_spent_Medium_value_payments,774.1026819554137,Standard
11096,1,32,Doctor,35479.47,2927.6225,5,3,7,4,13,10.0,1381.1,28.094515941242825,230.0,NM,64.2306320340511,53.09371065747863,High_spent_Medium_value_payments,425.43790730847024,Standard
18473,1,48,Media_Manager,14180.935,1172.7445833333334,4,6,8,0,2,11.0,1019.14,37.83624923744817,362.0,No,0.0,93.0538738128023,Low_spent_Large_value_payments,294.220584520531,Good
48002,1,32,Architect,51886.18,4199.465763386277,8,7,7,4,25,18.0,1390.84,29.53554307622485,197.0,Yes,155.65671244900733,57.135356279768246,High_spent_Large_value_payments,472.6927646045578,Standard
46359,1,37,Musician,75605.82,6507.4850000000015,0,3,4,0,6,3.0,131.13,27.474323473141645,296.0,No,0.0,144.0879156069233,High_spent_Large_value_payments,746.6605843930768,Good
36400,1,19,Musician,36938.82,2782.235,8,6,13,5,22,12.0,771.6,26.03330641150612,139.0,Yes,112.27276566418269,56.5235933119065,High_spent_Small_value_payments,369.4271410239109,Standard
47490,1,52,Accountant,59494.14,5162.845,0,4,2,1,6,3.0,662.71,38.51271985017107,345.0,No,31.134100740407924,121.0614048610016,Low_spent_Large_value_payments,634.0889943985907,Good
30873,1,16,Entrepreneur,20813.06,1460.4216666666669,8,5,24,5,32,21.0,1402.23,33.57802824615693,175.0,Yes,70.48717033396866,82.64408759401033,Low_spent_Medium_value_payments,272.9109087386877,Poor
39380,1,37,Teacher,20592.97,1843.0808333333327,6,4,12,7,10,10.0,1555.94,25.64706742666476,135.0,Yes,85.28357880109834,60.4642383297104,High_spent_Small_value_payments,298.56026620252464,Poor
45517,1,51,Scientist,72783.06,4199.465763386277,6,5,17,1,16,18.0,752.52,36.657278379818834,309.0,No,31.7516884101614,258.63527767476535,Low_spent_Small_value_payments,623.7385339150735,Standard
18949,1,24,Entrepreneur,50051.28,3934.94,6,9,34,3,28,24.0,1936.41,30.741622481323702,106.0,Yes,102.95644079731524,97.45358191907944,High_spent_Large_value_payments,433.08397728360535,Poor
35135,1,43,other,53956.32,4514.36,4,6,12,4,17,12.0,432.92,37.10689168932666,262.0,Yes,158.84557792774964,361.8573157287648,Low_spent_Medium_value_payments,210.7331063434856,Standard
4120,1,15,Accountant,61194.81,5014.5675,7,7,23,8,24,22.0,2773.09,32.43926293227732,164.0,NM,225.3686913764476,289.8643803222876,Low_spent_Small_value_payments,276.22367830126484,Poor
10709,1,33,Scientist,133547.25,11322.9375,0,4,7,1,7,3.0,323.83,27.327351948672472,394.0,No,104.01627625204785,267.29586071897154,High_spent_Large_value_payments,1000.9816130289804,Good
8712,1,37,Entrepreneur,78956.73,6523.7275,7,3,14,2,28,19.0,436.82,32.85315258417423,259.0,NM,128.55865363961078,427.3690851793685,Low_spent_Medium_value_payments,376.4450111810207,Standard
27048,1,38,Developer,62536.31999999999,5174.36,7,8,24,8,38,22.0,3596.04,34.976175518949184,111.0,Yes,210.4690356712027,128.3113878421641,High_spent_Medium_value_payments,428.6555764866332,Standard
36500,1,55,Architect,87621.78,4199.465763386277,4,4,2,4,5,7.0,1074.35,37.32973144738423,381.0,No,282.79948306595867,185.38182769849016,High_spent_Large_value_payments,510.4001892355512,Good
33356,1,21,Engineer,91610.4,7499.2,7,6,5,1,6,20.0,1091.09,32.82443629087687,259.0,No,45.90714242731781,414.0411174122318,Low_spent_Medium_value_payments,569.9717401604505,Standard
44484,1,34,Lawyer,31506.9,2448.5750000000007,6,10,34,7,56,16.0,1612.7,32.57360289242074,152.0,Yes,115.72383994306948,50.85584570457444,High_spent_Large_value_payments,318.27781435235613,Standard
12384,1,22,Developer,40923.34,3429.278333333333,6,6,24,8,45,25.0,4654.92,31.89812290080108,65.0,Yes,244.1355914478779,153.34674896878496,High_spent_Small_value_payments,205.44549291667045,Standard
47381,1,31,Lawyer,37896.71,4199.465763386277,5,5,3,3,18,3.0,657.12,28.35401499890637,356.0,No,86.02948648940674,123.5113894433878,Low_spent_Small_value_payments,338.9650407338721,Poor
36142,1,16,Manager,35940.36,2781.03,758,7,1383,6,55,18.0,2694.55,35.826593825256474,217.0,Yes,107.4893653865092,87.12698495924961,High_spent_Small_value_payments,343.4866496542412,Poor
14752,1,33,Scientist,74005.12,5941.093333333332,6,8,19,6,19,19.0,2170.45,34.399848836189896,152.0,Yes,190.9110895600943,139.97691650196754,High_spent_Large_value_payments,503.2213272712715,Poor
24252,1,40,Writer,19026.7,1869.5583333333327,8,6,31,6,39,14.0,3232.75,31.16387589615072,111.0,Yes,54.39768772194044,23.489590504399448,High_spent_Large_value_payments,349.0685551069935,Standard
10989,1,43,Engineer,79794.6,6927.55,8,4,7,4,11,13.0,830.5,21.800502171646148,205.0,Yes,224.72467629518508,585.052185257249,Low_spent_Medium_value_payments,162.97813844756604,Standard
49251,1,26,other,14403.39,922.2825,5,4,8,3,10,13.0,2630.82,27.95741918088093,169.0,Yes,23.30431520748057,10000.0,Low_spent_Small_value_payments,316.885828431905,Standard
24170,1,38,Engineer,31762.34,2557.8616666666667,3,6,7,2,24,12.0,175.33,33.48971112974067,374.0,NM,29.97996010831004,10000.0,Low_spent_Small_value_payments,369.6608231690807,Standard
40736,1,53,Engineer,29491.67,4199.465763386277,5,3,3,1,13,6.0,862.64,33.29459580046004,361.0,No,14.67432172052166,52.84523081649438,High_spent_Medium_value_payments,400.3443641296506,Good
2338,1,31,Architect,33599.08,2749.9233333333336,5,5,13,4,13,11.0,743.6,28.447195746693968,320.0,Yes,95.59666049476527,72.0274746416375,Low_spent_Medium_value_payments,387.3681981969306,Standard
22825,1,37,Teacher,8906.395,878.1995833333334,10,5,25,7,30,14.0,3037.28,25.20928131040625,89.0,Yes,34.32047258759422,37.41148254002142,High_spent_Small_value_payments,276.0880032057177,Standard
46360,1,49,Accountant,127855.83,10511.6525,5,7,1,869,5,9.0,534.08,27.813771073219485,393.0,No,366.5126140553315,329.2316629077919,High_spent_Small_value_payments,615.4209730368766,Poor
48140,1,50,Scientist,32637.88,2514.8233333333333,5,5,10,3,24,4388.0,1061.77,35.623966138955886,207.0,Yes,69.57405666463872,27.56688821455172,High_spent_Medium_value_payments,404.3413884541428,Standard
17516,1,43,Media_Manager,8177.41,803.4508333333333,7,10,22,7,13,22.0,1370.66,27.324698600632768,207.0,Yes,47.56149170415456,10.7433009529499,High_spent_Large_value_payments,262.0402906762289,Poor
43649,1,47,Engineer,58853.46,4889.455,5,4,8,4,12,19.0,143.61,26.879115051167545,220.0,NM,111.75911013537257,471.3444818051315,Low_spent_Small_value_payments,195.841908059496,Good
20734,1,42,Architect,20597.09,1848.424166666667,5,5,18,4,4,16.0,571.1,40.80402669001464,184.0,Yes,41.8474661811338,10000.0,High_spent_Small_value_payments,331.39838811091624,Standard
38528,1,26,Teacher,33411.91,2723.3258333333342,7,6,8,3,6,19.0,876.74,34.91917884348259,332.0,Yes,61.26719603186614,213.63180917461312,Low_spent_Small_value_payments,287.4335781268541,Standard
46662,1,26,Developer,36685.74,2807.145,6,7,24,9,26,17.0,3524.86,31.64177300894272,130.0,NM,270.4127935703482,141.21445449201065,Low_spent_Large_value_payments,139.08725193764118,Poor
19444,1,40,Manager,17150.815,1345.2345833333334,1,5,3,-100,5,9.0,579.9,38.67676467709339,247.0,No,0.0,98.95874568286516,Low_spent_Small_value_payments,325.5647126504681,Standard
42237,1,35,Accountant,64930.47,4199.465763386277,4,7,20,2,15,19.0,1239.09,28.696307367090373,260.0,Yes,91.12971163623298,217.3269954122084,High_spent_Medium_value_payments,470.2305429515587,Standard
2455,1,25,Mechanic,23681.87,4199.465763386277,3,5,15,3,5,6.0,1433.17,25.70840694946105,245.0,No,41.64279281869779,133.30142263810538,Low_spent_Large_value_payments,277.7047012098635,Standard
37322,1,44,Scientist,32361.61,2604.800833333333,4,3,19,-100,15,12.0,1171.75,35.09377608315125,176.0,Yes,34.35693326115831,32.06438191850703,High_spent_Medium_value_payments,444.058768153668,Standard
45866,1,38,Doctor,75069.09,6382.7575,7,6,5,3,7,15.0,1088.9,39.4588150904815,190.0,No,124.6506547951886,114.74333217147328,High_spent_Large_value_payments,638.8817630333381,Poor
16841,1,52,Musician,12659208.0,6373.801666666666,1,1,6,3,5,4.0,431.77,41.608655110553535,313.0,No,111.15588436869808,116.80470749546572,High_spent_Large_value_payments,649.4195748025029,Good
27027,1,45,Developer,34146.86,2986.5716666666667,4,7,1,-100,13,10.0,163.0,37.10512641120942,344.0,No,56.334345300507024,129.4431229351917,Low_spent_Medium_value_payments,392.879698430968,Standard
37424,1,24,Journalist,94498.95,7950.912500000001,8,6,15,0,29,20.0,1432.94,37.24640461100574,181.0,No,3235.0,745.9876966970096,Low_spent_Medium_value_payments,329.10355330299063,Standard
2366,1,43,Accountant,20799.59,1435.299166666667,2,5,7,0,-3,13.0,33.25,36.0264282648513,242.0,No,0.0,83.76315283436074,Low_spent_Small_value_payments,349.766763832306,Standard
50540,1,41,Doctor,59703.03,5080.2525,6,6,13,7,20,17.0,1795.28,35.449066238564136,148.0,Yes,295.16766006663084,400.589970117403,Low_spent_Medium_value_payments,92.26761981596606,Standard
28832,1,6140,Mechanic,50298.42,4391.535,9,5,22,5,26,16.0,3281.43,25.92093880393377,17.0,Yes,195.2648376126279,134.80854302949172,High_spent_Medium_value_payments,359.0801193578804,Standard
4510,1,37,Mechanic,63601.48,5400.123333333334,3,7,15,6,27,13.0,1191.91,30.765948523578945,231.0,Yes,184.6916345620093,217.12449553565145,High_spent_Medium_value_payments,388.1962032356728,Standard
31570,1,35,Developer,14387.47,981.9558333333332,7,7,17,8,34,21.0,4335.68,36.184234179554046,164.0,Yes,80.33755405850793,10000.0,High_spent_Medium_value_payments,243.4314938094504,Standard
34235,1,50,Writer,20203.625,1722.635416666667,0,5,5,0,31,6.0,318.06,31.152832101805988,346.0,No,0.0,19.97807954042408,High_spent_Large_value_payments,392.2854621262426,Poor
24217,1,43,Mechanic,56001.15,4662.7625,3,6,8,3,18,12.0,1347.83,31.470337133070306,182.0,Yes,88.30262558587714,134.65824725705463,High_spent_Medium_value_payments,493.31537715706816,Standard
29906,1,31,Writer,21205.82,1880.1516666666664,3,3,3,0,11,5.0,848.17,30.524008024459462,280.0,No,0.0,152.85175049574306,Low_spent_Small_value_payments,325.1634161709236,Poor
10873,1,34,Doctor,88606.92,4199.465763386277,5,5,9,1,18,12.0,518.87,25.45910395862264,325.0,No,61.24107455089951,663.4083188922658,Low_spent_Medium_value_payments,307.14160655683486,Standard
46819,1,16,other,61533.36,5186.78,8,3,9,5,22,18.0,1029.35,34.504221890736254,173.0,Yes,251.5226784698373,136.24003114533704,High_spent_Medium_value_payments,380.91529038482565,Standard
